"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TFX","Teleflex Incorporated","388.84","$18.05B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tfx",
"VIV","Telefonica Brasil S.A.","9.44","$15.94B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/viv",
"TEF","Telefonica SA","4.6","$24.15B","1988","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tef",
"TDA","Telephone and Data Systems, Inc.","24.15","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tda",
"TDE","Telephone and Data Systems, Inc.","25.195","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tde",
"TDI","Telephone and Data Systems, Inc.","25.42","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tdi",
"TDJ","Telephone and Data Systems, Inc.","25.18","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tdj",
"TDS","Telephone and Data Systems, Inc.","19.75","$2.26B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tds",
"TU","TELUS Corporation","17.04","$21.67B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tu",
"TDF","Templeton Dragon Fund, Inc.","22.54","$761.95M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdf",
"EMF","Templeton Emerging Markets Fund","14.79","$244.77M","1987","n/a","n/a","https://old.nasdaq.com/symbol/emf",
"TEI","Templeton Emerging Markets Income Fund, Inc.","7.62","$365.75M","1993","n/a","n/a","https://old.nasdaq.com/symbol/tei",
"GIM","Templeton Global Income Fund, Inc.","5.42","$727.06M","1988","n/a","n/a","https://old.nasdaq.com/symbol/gim",
"TPX","Tempur Sealy International, Inc.","74.76","$3.85B","2003","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/tpx",
"TS","Tenaris S.A.","13.21","$7.8B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/ts",
"TME","Tencent Music Entertainment Group","15.74","$26.4B","2018","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/tme",
"THC","Tenet Healthcare Corporation","24.99","$2.62B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/thc",
"TNC","Tennant Company","68.2","$1.26B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tnc",
"TEN","Tenneco Inc.","7.76","$630.58M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/ten",
"TVC","Tennessee Valley Authority","25.4667","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/tvc",
"TVE","Tennessee Valley Authority","25.67","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/tve",
"TDC","Teradata Corporation","20.48","$2.22B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/tdc",
"TEX","Terex Corporation","20.21","$1.4B","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/tex",
"TX","Ternium S.A.","14.54","$2.85B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/tx",
"TRNO","Terreno Realty Corporation","56.04","$3.79B","2010","Finance","Real Estate","https://old.nasdaq.com/symbol/trno",
"TTI","Tetra Technologies, Inc.","0.773","$97.32M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tti",
"TEVA","Teva Pharmaceutical Industries Limited","11.74","$12.86B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/teva",
"TPL","Texas Pacific Land Trust","568.8","$4.41B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tpl",
"TGH","Textainer Group Holdings Limited","8.69","$477.04M","2007","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/tgh",
"TXT","Textron Inc.","34.61","$7.87B","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/txt",
"TFII","TFI International Inc.","39.9","$3.48B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfii",
"AES","The AES Corporation","15.68","$10.43B","n/a","Basic Industries","Electric Utilities: Central","https://old.nasdaq.com/symbol/aes",
"AZEK","The AZEK Company Inc.","32.82","$4.73B","2020","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/azek",
"BK","The Bank Of New York Mellon Corporation ","36.54","$32.37B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bk",
"BK^C","The Bank Of New York Mellon Corporation ","25.46","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bk^c",
"BX","The Blackstone Group Inc.","56.67","$67.73B","2007","Finance","Investment Managers","https://old.nasdaq.com/symbol/bx",
"CEE","The Central and Eastern Europe Fund, Inc.","21.53","$144.38M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cee",
"SCHW","The Charles Schwab Corporation","35.21","$45.33B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/schw",
"SCHW^C","The Charles Schwab Corporation","25.58","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/schw^c",
"SCHW^D","The Charles Schwab Corporation","26.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/schw^d",
"COO","The Cooper Companies, Inc. ","284.68","$15.18B","n/a","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/coo",
"GDV","The Gabelli Dividend & Income Trust","18.26","$1.66B","2003","n/a","n/a","https://old.nasdaq.com/symbol/gdv",
"GDV^A","The Gabelli Dividend & Income Trust","26.1659","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gdv^a",
"GDV^G","The Gabelli Dividend & Income Trust","25.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gdv^g",
"GDV^H","The Gabelli Dividend & Income Trust","26.5882","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gdv^h",
"GRX","The Gabelli Healthcare & Wellness Trust","10.33","$187.5M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grx",
"GRX^B","The Gabelli Healthcare & Wellness Trust","26.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grx^b",
"GDL","The GDL Fund","8.33","$128.86M","2007","n/a","n/a","https://old.nasdaq.com/symbol/gdl",
"GDL^C","The GDL Fund","51.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gdl^c",
"THG","The Hanover Insurance Group, Inc.","100.89","$3.83B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/thg",
"THGA","The Hanover Insurance Group, Inc.","25.46","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/thga",
"TRV","The Travelers Companies, Inc.","118.61","$29.99B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/trv",
"TMO","Thermo Fisher Scientific Inc","410.48","$162.12B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tmo",
"THR","Thermon Group Holdings, Inc.","14.61","$482.2M","2011","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/thr",
"TPRE","Third Point Reinsurance Ltd.","8.19","$777.08M","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/tpre",
"TCRW","THL Credit, Inc.","23.83","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/tcrw",
"TCRZ","THL Credit, Inc.","24.6","n/a","2015","n/a","n/a","https://old.nasdaq.com/symbol/tcrz",
"TRI","Thomson Reuters Corp","69.21","$34.36B","n/a","Consumer Services","Publishing","https://old.nasdaq.com/symbol/tri",
"THO","Thor Industries, Inc.","112.11","$6.19B","n/a","Consumer Non-Durables","Homebuilding","https://old.nasdaq.com/symbol/tho",
"TDW","Tidewater Inc.","6.27","$252.83M","2017","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/tdw",
"TDW.WS.A","Tidewater Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdw.ws.a",
"TDW.WS.B","Tidewater Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdw.ws.b",
"TIF","Tiffany & Co.","121.61","$14.76B","1987","Consumer Services","Consumer Specialties","https://old.nasdaq.com/symbol/tif",
"TLYS","Tilly&#39;s, Inc.","6.25","$186.12M","2012","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/tlys",
"TSU","TIM Participacoes S.A.","14.16","$6.85B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tsu",
"TKR","Timken Company (The)","47.73","$3.58B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/tkr",
"TMST","TimkenSteel Corporation","3.65","$164.13M","2014","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/tmst",
"TWI","Titan International, Inc.","1.77","$107.27M","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/twi",
"TJX","TJX Companies, Inc. (The)","53.39","$63.95B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/tjx",
"TOL","Toll Brothers, Inc.","36.6","$4.6B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/tol",
"TR","Tootsie Roll Industries, Inc.","32.38","$2.16B","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/tr",
"BLD","TopBuild Corp.","124.65","$4.15B","2015","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/bld",
"TTC","Toro Company (The)","72","$7.72B","n/a","Capital Goods","Tools/Hardware","https://old.nasdaq.com/symbol/ttc",
"TD","Toronto Dominion Bank (The)","45.65","$82.33B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/td",
"SHLL","Tortoise Acquisition Corp.","20","$582.52M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/shll",
"SHLL.U","Tortoise Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/shll.u",
"SHLL.WS","Tortoise Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/shll.ws",
"NDP","Tortoise Energy Independence Fund, Inc.","11.82","$21.82M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ndp",
"TYG","Tortoise Energy Infrastructure Corporation","16.66","$223.8M","2004","n/a","n/a","https://old.nasdaq.com/symbol/tyg",
"TEAF","Tortoise Essential Assets Income Term Fund","10.98","$148.13M","2019","n/a","n/a","https://old.nasdaq.com/symbol/teaf",
"NTG","Tortoise Midstream Energy Fund, Inc.","17.41","$110.05M","2010","n/a","n/a","https://old.nasdaq.com/symbol/ntg",
"TTP","Tortoise Pipeline & Energy Fund, Inc.","14.38","$36.01M","2011","n/a","n/a","https://old.nasdaq.com/symbol/ttp",
"TPZ","Tortoise Power and Energy Infrastructure Fund, Inc","9.04","$62.84M","2009","n/a","n/a","https://old.nasdaq.com/symbol/tpz",
"TOT","Total S.A.","37.89","$99.44B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tot",
"TSQ","Townsquare Media, Inc.","4.6","$87.3M","2014","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/tsq",
"TM","Toyota Motor Corp Ltd Ord","125.86","$174.07B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/tm",
"TRTX","TPG RE Finance Trust, Inc.","8.27","$633.9M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/trtx",
"TT","Trane Technologies plc","105.42","$25.22B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/tt",
"TAC","TransAlta Corporation","6.47","$1.78B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/tac",
"TCI","Transcontinental Realty Investors, Inc.","25.6","$223.17M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/tci",
"TDG","Transdigm Group Incorporated","437.47","$23.66B","2006","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/tdg",
"RIG","Transocean Ltd.","2.07","$1.32B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/rig",
"TGS","Transportadora De Gas Sa Ord B","6.04","$924.99M","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/tgs",
"TRU","TransUnion","91.13","$17.3B","2015","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/tru",
"TREB.U","Trebia Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/treb.u",
"TREC","Trecora Resources","6.2","$153.23M","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/trec",
"TG","Tredegar Corporation","15.8","$529.47M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/tg",
"THS","Treehouse Foods, Inc.","43.87","$2.48B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/ths",
"TREX","Trex Company, Inc.","133.62","$7.73B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/trex",
"TY","Tri Continental Corporation","25.45","$1.36B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ty",
"TY^","Tri Continental Corporation","57","n/a","n/a","Consumer Services","Miscellaneous","https://old.nasdaq.com/symbol/ty^",
"TPH","TRI Pointe Group, Inc.","17.05","$2.22B","2013","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/tph",
"TRNE","Trine Acquisition Corp.","10.5","$393.95M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/trne",
"TRNE.U","Trine Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/trne.u",
"TRNE.WS","Trine Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trne.ws",
"TNET","TriNet Group, Inc.","63.02","$4.24B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/tnet",
"TRN","Trinity Industries, Inc.","19.64","$2.31B","n/a","Capital Goods","Railroads","https://old.nasdaq.com/symbol/trn",
"TSE","Trinseo S.A.","24.12","$922.32M","2014","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/tse",
"TPVG","TriplePoint Venture Growth BDC Corp.","10.69","$328.68M","2014","n/a","n/a","https://old.nasdaq.com/symbol/tpvg",
"TPVY","TriplePoint Venture Growth BDC Corp.","23.79","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/tpvy",
"GTS","Triple-S Management Corporation","19.26","$458.5M","2007","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/gts",
"TRTN","Triton International Limited","30.01","$2.11B","2016","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/trtn",
"TRTN^A","Triton International Limited","24.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trtn^a",
"TRTN^B","Triton International Limited","23.85","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trtn^b",
"TRTN^C","Triton International Limited","22.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trtn^c",
"TRTN^D","Triton International Limited","22.155","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trtn^d",
"TGI","Triumph Group, Inc.","7.77","$403.25M","1996","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/tgi",
"TROX","Tronox Holdings plc","7.66","$1.1B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/trox",
"TBI","TrueBlue, Inc.","14.01","$506.13M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/tbi",
"TFC","Truist Financial Corporation","37.9","$51.07B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tfc",
"TFC^F","Truist Financial Corporation","25.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^f",
"TFC^G","Truist Financial Corporation","25.2696","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^g",
"TFC^H","Truist Financial Corporation","25.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^h",
"TFC^I","Truist Financial Corporation","24.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^i",
"TFC^O","Truist Financial Corporation","26.48","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^o",
"TNP","Tsakos Energy Navigation Ltd","8.85","$166.39M","2002","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/tnp",
"TNP^C","Tsakos Energy Navigation Ltd","25.559","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tnp^c",
"TNP^D","Tsakos Energy Navigation Ltd","20.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tnp^d",
"TNP^E","Tsakos Energy Navigation Ltd","19.6999","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tnp^e",
"TNP^F","Tsakos Energy Navigation Ltd","20.3825","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tnp^f",
"TUFN","Tufin Software Technologies Ltd.","10.47","$373.21M","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/tufn",
"TUP","Tupperware Brands Corporation","9.06","$444.07M","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/tup",
"TKC","Turkcell Iletisim Hizmetleri AS","5.79","$5.06B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tkc",
"TPB","Turning Point Brands, Inc.","30.31","$582.61M","2016","Consumer Non-Durables","Tobacco","https://old.nasdaq.com/symbol/tpb",
"TRQ","Turquoise Hill Resources Ltd.","0.8513","$1.71B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/trq",
"TPC","Tutor Perini Corporation","12.45","$632.1M","n/a","Basic Industries","General Bldg Contractors - Nonresidential Bldgs","https://old.nasdaq.com/symbol/tpc",
"TWLO","Twilio Inc.","254.32","$35.62B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/twlo",
"TRWH","Twin River Worldwide Holdings, Inc.","20.93","$636.94M","2019","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/trwh",
"TWTR","Twitter, Inc.","38.44","$30.16B","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/twtr",
"TWO","Two Harbors Investments Corp","5.45","$1.49B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/two",
"TWO^A","Two Harbors Investments Corp","21.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^a",
"TWO^B","Two Harbors Investments Corp","20.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^b",
"TWO^C","Two Harbors Investments Corp","20","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^c",
"TWO^D","Two Harbors Investments Corp","21.85","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^d",
"TWO^E","Two Harbors Investments Corp","21.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^e",
"TYL","Tyler Technologies, Inc.","363.46","$14.45B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/tyl",
"TSN","Tyson Foods, Inc.","60.91","$22.19B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/tsn",
"USB","U.S. Bancorp","36.77","$55.39B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/usb",
"USB^A","U.S. Bancorp","813.7821","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/usb^a",
"USB^H","U.S. Bancorp","20.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usb^h",
"USB^M","U.S. Bancorp","26.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usb^m",
"USB^O","U.S. Bancorp","25.54","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usb^o",
"USB^P","U.S. Bancorp","26.94","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usb^p",
"USPH","U.S. Physical Therapy, Inc.","83.69","$1.07B","1992","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/usph",
"SLCA","U.S. Silica Holdings, Inc.","3.69","$272.35M","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/slca",
"USX","U.S. Xpress Enterprises, Inc.","7.24","$357.86M","2018","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/usx",
"UBER","Uber Technologies, Inc.","32.17","$55.78B","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/uber",
"UI","Ubiquiti Inc.","186.2","$11.86B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/ui",
"UBS","UBS AG","12.16","$43.58B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/ubs",
"UDR","UDR, Inc.","35.65","$10.51B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/udr",
"UGI","UGI Corporation","33.25","$6.92B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/ugi",
"UGP","Ultrapar Participacoes S.A.","3.64","$3.96B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/ugp",
"UMH","UMH Properties, Inc.","12.34","$509.65M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/umh",
"UMH^B","UMH Properties, Inc.","25.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/umh^b",
"UMH^C","UMH Properties, Inc.","23.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/umh^c",
"UMH^D","UMH Properties, Inc.","23.61","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/umh^d",
"UA","Under Armour, Inc.","9.78","$4.44B","2016","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ua",
"UAA","Under Armour, Inc.","10.87","$4.94B","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/uaa",
"UFI","Unifi, Inc.","12.72","$234.64M","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/ufi",
"UNF","Unifirst Corporation","183.46","$3.47B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/unf",
"UN","Unilever NV","58.18","$152.25B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/un",
"UL","Unilever PLC","59.67","$156.15B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ul",
"UNP","Union Pacific Corporation","175","$118.75B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/unp",
"UIS","Unisys Corporation","11.6","$730.45M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/uis",
"UMC","United Microelectronics Corporation","3.37","$8.17B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/umc",
"UNFI","United Natural Foods, Inc.","19.77","$1.08B","2019","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/unfi",
"UPS","United Parcel Service, Inc.","118.14","$101.86B","1999","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/ups",
"URI","United Rentals, Inc.","163.49","$11.78B","1997","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/uri",
"USM","United States Cellular Corporation","30.81","$2.63B","1988","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/usm",
"UZA","United States Cellular Corporation","25.195","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/uza",
"UZB","United States Cellular Corporation","25.44","n/a","2014","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/uzb",
"UZC","United States Cellular Corporation","25.54","n/a","2015","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/uzc",
"X","United States Steel Corporation","7.93","$1.75B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/x",
"UNH","UnitedHealth Group Incorporated","302.97","$287.33B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/unh",
"UTL","UNITIL Corporation","46.22","$691.42M","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/utl",
"UNVR","Univar Solutions Inc.","18.37","$3.1B","2015","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/unvr",
"UVV","Universal Corporation","41.89","$1.03B","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/uvv",
"UHT","Universal Health Realty Income Trust","68.84","$947.1M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/uht",
"UHS","Universal Health Services, Inc.","107.5","$9.13B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/uhs",
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","17.59","$569.97M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/uve",
"UTI","Universal Technical Institute Inc","7.75","$252.69M","2003","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/uti",
"UNM","Unum Group","18.28","$3.72B","n/a","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/unm",
"UNMA","Unum Group","26.07","n/a","2018","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/unma",
"UE","Urban Edge Properties","10.46","$1.22B","2015","Finance","Real Estate","https://old.nasdaq.com/symbol/ue",
"UBA","Urstadt Biddle Properties Inc.","10","$400.66M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/uba",
"UBP","Urstadt Biddle Properties Inc.","8.7","$348.57M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ubp",
"UBP^H","Urstadt Biddle Properties Inc.","21.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ubp^h",
"UBP^K","Urstadt Biddle Properties Inc.","20.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ubp^k",
"USFD","US Foods Holding Corp.","20.96","$4.62B","2016","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/usfd",
"USAC","USA Compression Partners, LP","12.7","$1.23B","2013","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/usac",
"USNA","USANA Health Sciences, Inc.","83.36","$1.75B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/usna",
"USDP","USD Partners LP","2.98","$79.99M","2014","Transportation","Railroads","https://old.nasdaq.com/symbol/usdp",
"BIF","USLIFE Income Fund, Inc.","9.73","$982.63M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bif",
"VFC","V.F. Corporation","60.14","$23.43B","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/vfc",
"EGY","VAALCO Energy, Inc. ","1.22","$70.1M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/egy",
"MTN","Vail Resorts, Inc.","195.27","$7.85B","1997","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/mtn",
"VAL","Valaris plc","0.675","$139.04M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/val",
"VALE","VALE S.A.","11.29","$57.92B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/vale",
"VLO","Valero Energy Corporation","57.67","$23.51B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/vlo",
"VHI","Valhi, Inc.","11.19","$316.34M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/vhi",
