,Symbol,Name,MarketCap,IPOyear,Sector,industry
2120,OCFT,"OneConnect Financial Technology Co., Ltd.",$8.85B,2019.0,Technology,"Computer Software: Programming, Data Processing"
2121,OMF,"OneMain Holdings, Inc.",$3.04B,2013.0,Finance,Finance: Consumer Services
2122,OKE,"ONEOK, Inc.",$11.61B,,Public Utilities,Oil & Gas Production
2123,ONE,OneSmart International Education Group Limited,$652.49M,2018.0,Consumer Services,Other Consumer Services
2124,ONTO,Onto Innovation Inc.,$1.72B,,Capital Goods,Industrial Machinery/Components
2125,OOMA,"Ooma, Inc.",$392.5M,2015.0,Technology,EDP Services
2126,OPY,"Oppenheimer Holdings, Inc.",$259.44M,,Finance,Investment Bankers/Brokers/Service
2127,ORCL,Oracle Corporation,$176.54B,1986.0,Technology,Computer Software: Prepackaged Software
2128,ORAN,Orange,$31.13B,,Public Utilities,Telecommunications Equipment
2129,ORC,"Orchid Island Capital, Inc.",$288.71M,2013.0,Consumer Services,Real Estate Investment Trusts
2130,OEC,Orion Engineered Carbons S.A,$612.13M,2014.0,Basic Industries,Major Chemicals
2131,ORN,"Orion Group Holdings, Inc.",$82.77M,,Basic Industries,Military/Government/Technical
2132,IX,Orix Corp Ads,$14.97B,,Finance,Diversified Financial Services
2133,ORA,"Ormat Technologies, Inc.",$3.23B,2004.0,Public Utilities,Electric Utilities: Central
2134,OSK,Oshkosh Corporation,$4.78B,,Capital Goods,Auto Manufacturing
2135,OR,Osisko Gold Royalties Ltd.,$1.77B,2016.0,Basic Industries,Precious Metals
2136,SFTW,Osprey Technology Acquisition Corp.,$396.7M,2019.0,Finance,Business Services
2137,SFTW.U,Osprey Technology Acquisition Corp.,,2019.0,,
2138,SFTW.WS,Osprey Technology Acquisition Corp.,,,,
2139,OTIS,Otis Worldwide Corporation,$24.3B,2020.0,Energy,Consumer Electronics/Appliances
2140,OUT,OUTFRONT Media Inc.,$1.9B,2014.0,Consumer Services,Real Estate Investment Trusts
2141,OSG,"Overseas Shipholding Group, Inc.",$171.96M,2015.0,Transportation,Marine Transportation
2142,OVV,Ovintiv Inc.,$2.42B,,Energy,Oil & Gas Production
2143,OMI,"Owens & Minor, Inc.",$466.26M,,Health Care,Medical Specialities
2144,OC,Owens Corning Inc,$5.94B,,Capital Goods,Industrial Machinery/Components
2145,ORCC,Owl Rock Capital Corporation,$4.74B,2019.0,,
2146,OXM,"Oxford Industries, Inc.",$709.68M,,Consumer Non-Durables,Apparel
2147,ROYT,Pacific Coast Oil Trust,$12.58M,2012.0,Energy,Oil & Gas Production
2148,PACD,Pacific Drilling S.A.,$32.02M,2018.0,Energy,Oil & Gas Production
2149,PCG,Pacific Gas & Electric Co.,$16.68B,,Public Utilities,Power Generation
2150,PCGU,Pacific Gas & Electric Co.,,,,
2151,PKG,Packaging Corporation of America,$9.05B,2000.0,Consumer Durables,Containers/Packaging
2152,PD,"PagerDuty, Inc.",$2.37B,2019.0,Technology,Computer Software: Prepackaged Software
2153,PAGS,PagSeguro Digital Ltd.,$12.3B,2018.0,Technology,EDP Services
2154,PANW,"Palo Alto Networks, Inc.",$23.98B,2012.0,Technology,Computer peripheral equipment
2155,PAM,Pampa Energia S.A.,$690.91M,,Public Utilities,Electric Utilities: Central
2156,PANA.U,Panacea Acquisition Corp.,,2020.0,,
2157,PHX,Panhandle Royalty Company,$40.98M,,Energy,Oil & Gas Production
2158,PARR,"Par Pacific Holdings, Inc.",$434.14M,,Energy,Oil & Gas Production
2159,PAR,PAR Technology Corporation,$546.22M,,Miscellaneous,Office Equipment/Supplies/Services
2160,PGRE,"Paramount Group, Inc.",$1.55B,2014.0,Consumer Services,Real Estate Investment Trusts
2161,PKE,Park Aerospace Corp.,$218.08M,,Capital Goods,Military/Government/Technical
2162,PK,Park Hotels & Resorts Inc.,$2.13B,2016.0,Consumer Services,Hotels/Resorts
2163,PH,Parker-Hannifin Corporation,$22.61B,,Capital Goods,Metal Fabrications
2164,PE,"Parsley Energy, Inc.",$4.14B,2014.0,Energy,Oil & Gas Production
2165,PSN,Parsons Corporation,$3.38B,2019.0,Technology,EDP Services
2166,PRE^F,PartnerRe Ltd.,,,,
2167,PRE^G,PartnerRe Ltd.,,,,
2168,PRE^H,PartnerRe Ltd.,,,,
2169,PRE^I,PartnerRe Ltd.,,,,
2170,PRTY,Party City Holdco Inc.,$124.73M,2015.0,Consumer Services,Other Specialty Stores
2171,PAYC,"Paycom Software, Inc.",$18.39B,2014.0,Technology,Computer Software: Prepackaged Software
2172,PBF,PBF Energy Inc.,$961.09M,2012.0,Energy,Integrated oil Companies
2173,PBFX,PBF Logistics LP,$546.17M,2014.0,Energy,Natural Gas Distribution
2174,BTU,Peabody Energy Corporation,$263.79M,2017.0,Energy,Coal Mining
2175,PSO,"Pearson, Plc",$5.28B,,Consumer Services,Books
2176,PEB,Pebblebrook Hotel Trust,$1.46B,2009.0,Consumer Services,Real Estate Investment Trusts
2177,PEB^C,Pebblebrook Hotel Trust,,,,
2178,PEB^D,Pebblebrook Hotel Trust,,,,
2179,PEB^E,Pebblebrook Hotel Trust,,,,
2180,PEB^F,Pebblebrook Hotel Trust,,,,
2181,PBA,Pembina Pipeline Corp.,$12.9B,,Energy,Oil & Gas Production
2182,PEI,Pennsylvania Real Estate Investment Trust,$97.02M,,Consumer Services,Real Estate Investment Trusts
2183,PEI^B,Pennsylvania Real Estate Investment Trust,,,,
2184,PEI^C,Pennsylvania Real Estate Investment Trust,,,,
2185,PEI^D,Pennsylvania Real Estate Investment Trust,,,,
2186,PFSI,"PennyMac Financial Services, Inc.",$3.19B,2013.0,Finance,Finance: Consumer Services
2187,PMT,PennyMac Mortgage Investment Trust,$1.71B,2009.0,Consumer Services,Real Estate Investment Trusts
2188,PMT^A,PennyMac Mortgage Investment Trust,,,,
2189,PMT^B,PennyMac Mortgage Investment Trust,,,,
2190,PAG,"Penske Automotive Group, Inc.",$3.17B,,Consumer Durables,Automotive Aftermarket
2191,PNR,Pentair plc.,$6.35B,,Technology,Industrial Machinery/Components
2192,PEN,"Penumbra, Inc.",$6.96B,2015.0,Health Care,Medical/Dental Instruments
2193,PFGC,Performance Food Group Company,$3.35B,2015.0,Consumer Non-Durables,Food Distributors
2194,PKI,"PerkinElmer, Inc.",$11.48B,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
2195,PBT,Permian Basin Royalty Trust,$151.94M,,Energy,Oil & Gas Production
2196,PVL,Permianville Royalty Trust,$38.94M,2011.0,Energy,Oil & Gas Production
2197,PRT,PermRock Royalty Trust,$31.9M,2018.0,Energy,Oil & Gas Production
2198,PRGO,Perrigo Company,$7.4B,,Health Care,Major Pharmaceuticals
2199,PRSP,Perspecta Inc.,$3.39B,2018.0,Technology,EDP Services
2200,PTR,PetroChina Company Limited,$66.93B,,Energy,Oil & Gas Production
2201,PBR,Petroleo Brasileiro S.A.- Petrobras,$55.63B,,Energy,Oil & Gas Production
2202,PBR.A,Petroleo Brasileiro S.A.- Petrobras,,,,
2203,PFE,"Pfizer, Inc.",$185.86B,,Health Care,Major Pharmaceuticals
2204,GHY,"PGIM Global High Yield Fund, Inc.",$527.51M,2012.0,,
2205,ISD,"PGIM High Yield Bond Fund, Inc.",$446.31M,2012.0,,
2206,PGTI,"PGT Innovations, Inc.",$889.78M,2006.0,Capital Goods,Building Products
2207,PM,Philip Morris International Inc,$109.22B,,Consumer Non-Durables,Farming/Seeds/Milling
2208,PSX,Phillips 66,$25.76B,,Energy,Integrated oil Companies
2209,PSXP,Phillips 66 Partners LP,$6.83B,2013.0,Energy,Natural Gas Distribution
2210,FENG,Phoenix New Media Limited,$123.02M,2011.0,Consumer Services,Broadcasting
2211,DNK,Phoenix Tree Holdings Limited,$1.94B,2020.0,Consumer Services,Building operators
2212,PHR,"Phreesia, Inc.",$1.06B,2019.0,Miscellaneous,Business Services
2213,DOC,Physicians Realty Trust,$3.37B,2013.0,Consumer Services,Real Estate Investment Trusts
2214,PDM,"Piedmont Office Realty Trust, Inc.",$1.89B,,Consumer Services,Building operators
2215,PCQ,PIMCO California Municipal Income Fund,$306.55M,2001.0,,
2216,PCK,Pimco California Municipal Income Fund II,$289.7M,2002.0,,
2217,PZC,PIMCO California Municipal Income Fund III,$232.55M,2002.0,,
2218,PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",$110.94M,1993.0,,
2219,PTY,Pimco Corporate & Income Opportunity Fund,$1.5B,2002.0,,
2220,PCN,Pimco Corporate & Income Stategy Fund,$629.91M,2001.0,,
2221,PCI,PIMCO Dynamic Credit and Mortgage Income Fund,$2.65B,2013.0,,
2222,PDI,PIMCO Dynamic Income Fund,$1.46B,2012.0,,
2223,NRGX,PIMCO Energy and Tactical Credit Opportunities Fund,$296.41M,2019.0,,
2224,PGP,Pimco Global Stocksplus & Income Fund,$89.27M,2005.0,,
2225,PHK,Pimco High Income Fund,$713.41M,2003.0,,
2226,PKO,Pimco Income Opportunity Fund,$429.48M,,,
2227,PFL,PIMCO Income Strategy Fund,$308.08M,2003.0,,
2228,PFN,PIMCO Income Strategy Fund II,$630.02M,2004.0,,
2229,PMF,PIMCO Municipal Income Fund,$351.06M,2001.0,,
2230,PML,Pimco Municipal Income Fund II,$865.52M,2002.0,,
2231,PMX,PIMCO Municipal Income Fund III,$380.08M,2002.0,,
2232,PNF,PIMCO New York Municipal Income Fund,$91.38M,2001.0,,
2233,PNI,Pimco New York Municipal Income Fund II,$119M,2002.0,,
2234,PYN,PIMCO New York Municipal Income Fund III,$53.56M,2002.0,,
2235,RCS,"PIMCO Strategic Income Fund, Inc.",$287.13M,1994.0,,
2236,PING,Ping Identity Holding Corp.,$2.67B,2019.0,Technology,Computer Software: Prepackaged Software
2237,PNW,Pinnacle West Capital Corporation,$8.58B,,Public Utilities,Electric Utilities: Central
2238,PINS,"Pinterest, Inc.",$16.08B,2019.0,Technology,"Computer Software: Programming, Data Processing"
2239,PHD,Pioneer Floating Rate Trust,$235.51M,2004.0,,
2240,PHT,Pioneer High Income Trust,$222.75M,,,
2241,MAV,Pioneer Municipal High Income Advantage Trust,$259.3M,,,
2242,MHI,Pioneer Municipal High Income Trust,$265.97M,2003.0,,
2243,PXD,Pioneer Natural Resources Company,$15.03B,,Energy,Oil & Gas Production
2244,PIPR,Piper Sandler Companies,$803.32M,,Finance,Investment Bankers/Brokers/Service
2245,PBI,Pitney Bowes Inc.,$414.3M,,Miscellaneous,Office Equipment/Supplies/Services
2246,PBI^B,Pitney Bowes Inc.,,,,
2247,PIC,Pivotal Investment Corporation II,$289.8M,2019.0,Finance,Business Services
2248,PIC.U,Pivotal Investment Corporation II,,2019.0,,
2249,PIC.WS,Pivotal Investment Corporation II,,,,
2250,PJT,PJT Partners Inc.,$1.88B,2015.0,Finance,Investment Managers
2251,PAA,"Plains All American Pipeline, L.P.",$6.12B,1998.0,Energy,Natural Gas Distribution
2252,PAGP,"Plains Group Holdings, L.P.",$1.57B,2013.0,Energy,Natural Gas Distribution
2253,PLNT,"Planet Fitness, Inc.",$4.85B,2015.0,Consumer Services,Hotels/Resorts
2254,PLT,"Plantronics, Inc.",$625.71M,1994.0,Public Utilities,Telecommunications Equipment
2255,AGS,"PlayAGS, Inc.",$109.66M,2018.0,Consumer Durables,Miscellaneous manufacturing industries
2256,PHI,PLDT Inc.,$6.06B,,Public Utilities,Telecommunications Equipment
2257,PLYM,"Plymouth Industrial REIT, Inc.",$179.38M,2017.0,Consumer Services,Real Estate Investment Trusts
2258,PNC,"PNC Financial Services Group, Inc. (The)",$41.94B,,Finance,Major Banks
2259,PNC^P,"PNC Financial Services Group, Inc. (The)",,,,
2260,PNC^Q,"PNC Financial Services Group, Inc. (The)",,,,
2261,PNM,"PNM Resources, Inc. (Holding Co.)",$3.02B,,Public Utilities,Electric Utilities: Central
2262,PII,Polaris Inc.,$5.64B,,Capital Goods,Industrial Specialties
2263,POL,PolyOne Corporation,$2.23B,,Basic Industries,Major Chemicals
2264,POR,Portland General Electric Company,$3.63B,,Public Utilities,Electric Utilities: Central
2265,PKX,POSCO,$12.49B,1994.0,Basic Industries,Steel/Iron Ore
2266,POST,"Post Holdings, Inc.",$5.89B,2012.0,Consumer Non-Durables,Packaged Foods
2267,PSTL,"Postal Realty Trust, Inc.",$79.24M,2019.0,Consumer Services,Real Estate Investment Trusts
2268,PPG,"PPG Industries, Inc.",$24.79B,,Basic Industries,Paints/Coatings
2269,PPX,"PPL Capital Funding, Inc.",,,Public Utilities,Electric Utilities: Central
2270,PPL,PPL Corporation,$18.76B,,Public Utilities,Electric Utilities: Central
2271,PYS,PPlus Trust,,,Finance,Finance: Consumer Services
2272,PYT,PPlus Trust,,,Finance,Finance: Consumer Services
2273,PQG,PQ Group Holdings Inc.,$1.72B,2017.0,Basic Industries,Major Chemicals
2274,PDS,Precision Drilling Corporation,$171.33M,,Energy,Oil & Gas Production
2275,APTS,"Preferred Apartment Communities, Inc.",$331.67M,2011.0,Consumer Services,Real Estate Investment Trusts
2276,PBH,Prestige Consumer Healthcare Inc.,$1.79B,2005.0,Health Care,Major Pharmaceuticals
2277,PVG,"Pretium Resources, Inc.",$1.6B,,Basic Industries,Precious Metals
2278,PRI,"Primerica, Inc.",$4.38B,2010.0,Finance,Life Insurance
2279,PRMW,Primo Water Corporation,$2.15B,,Consumer Non-Durables,Beverages (Production/Distribution)
2280,PGZ,Principal Real Estate Income Fund,$82.04M,2013.0,,
2281,PRIF^A,"Priority Income Fund, Inc.",,,,
2282,PRIF^B,"Priority Income Fund, Inc.",,,,
2283,PRIF^C,"Priority Income Fund, Inc.",,,,
2284,PRIF^D,"Priority Income Fund, Inc.",,,,
2285,PRIF^E,"Priority Income Fund, Inc.",,,,
2286,PRIF^F,"Priority Income Fund, Inc.",,,,
2287,PRA,ProAssurance Corporation,$776.44M,,Finance,Property-Casualty Insurers
2288,PG,Procter & Gamble Company (The),$303.22B,,Basic Industries,Package Goods/Cosmetics
2289,PGR,Progressive Corporation (The),$45.53B,,Finance,Property-Casualty Insurers
2290,PLD,"Prologis, Inc.",$71.32B,,Consumer Services,Real Estate Investment Trusts
2291,PUMP,ProPetro Holding Corp.,$454M,2017.0,Energy,Oilfield Services/Equipment
2292,PRO,"PROS Holdings, Inc.",$1.83B,2007.0,Technology,EDP Services
2293,PROS,"ProSight Global, Inc.",$366.24M,2019.0,Finance,Property-Casualty Insurers
2294,PBB,Prospect Capital Corporation,,2015.0,,
2295,PBC,Prospect Capital Corporation,,2018.0,,
2296,PBY,Prospect Capital Corporation,$1.22B,2018.0,,
2297,PB,"Prosperity Bancshares, Inc.",$4.96B,,Finance,Major Banks
2298,PRLB,"Proto Labs, Inc.",$2.86B,2012.0,Capital Goods,Metal Fabrications
2299,PFS,"Provident Financial Services, Inc",$847.59M,2003.0,Finance,Savings Institutions
2300,PJH,"Prudential Financial, Inc.",,,Finance,Life Insurance
2301,PRH,"Prudential Financial, Inc.",,,Finance,Life Insurance
2302,PRS,"Prudential Financial, Inc.",$923.07M,2018.0,Finance,Life Insurance
2303,PRU,"Prudential Financial, Inc.",$22.92B,2001.0,Finance,Life Insurance
2304,PUK,Prudential Public Limited Company,$40.69B,,Finance,Life Insurance
2305,PUK^,Prudential Public Limited Company,,,,
2306,PUK^A,Prudential Public Limited Company,,,,
2307,PSB,"PS Business Parks, Inc.",$3.61B,,Consumer Services,Real Estate Investment Trusts
2308,PSB^W,"PS Business Parks, Inc.",,,,
2309,PSB^X,"PS Business Parks, Inc.",,,,
2310,PSB^Y,"PS Business Parks, Inc.",,,,
2311,PSB^Z,"PS Business Parks, Inc.",,,,
2312,TLK,"PT Telekomunikasi Indonesia, Tbk",$21.09B,,Public Utilities,Telecommunications Equipment
2313,PEG,Public Service Enterprise Group Incorporated,$25.18B,,Public Utilities,Power Generation
2314,PSA,Public Storage,$34.15B,,Consumer Services,Real Estate Investment Trusts
2315,PSA^B,Public Storage,,,Consumer Services,Real Estate Investment Trusts
2316,PSA^C,Public Storage,,,Consumer Services,Real Estate Investment Trusts
2317,PSA^D,Public Storage,,,Consumer Services,Real Estate Investment Trusts
2318,PSA^E,Public Storage,,,Consumer Services,Real Estate Investment Trusts
2319,PSA^F,Public Storage,,,Consumer Services,Real Estate Investment Trusts
2320,PSA^G,Public Storage,,,,
2321,PSA^H,Public Storage,,,,
2322,PSA^I,Public Storage,,,,
2323,PSA^J,Public Storage,,,,
2324,PSA^K,Public Storage,,,Consumer Services,Real Estate Investment Trusts
2325,PSA^L,Public Storage,,,Consumer Services,Real Estate Investment Trusts
2326,PSA^V.CL,Public Storage,,,,
2327,PSA^W,Public Storage,,,,
2328,PSA^X,Public Storage,,,,
2329,PHM,"PulteGroup, Inc.",$9.08B,,Capital Goods,Homebuilding
2330,PSTG,"Pure Storage, Inc. ",$4.62B,2015.0,Technology,Electronic Components
2331,PMM,Putnam Managed Municipal Income Trust,$369.53M,1989.0,,
2332,PIM,Putnam Master Intermediate Income Trust,$211.93M,1988.0,,
2333,PMO,Putnam Municipal Opportunities Trust,$444.45M,1993.0,,
2334,PPT,Putnam Premier Income Trust,$489.35M,1988.0,,
2335,NEW,Puxin Limited,$582.24M,2018.0,Consumer Services,Other Consumer Services
2336,PVH,PVH Corp.,$3.02B,,Consumer Non-Durables,Apparel
2337,PZN,Pzena Investment Management Inc,$355.82M,2007.0,Finance,Investment Managers
2338,QTWO,"Q2 Holdings, Inc.",$4.98B,2014.0,Technology,Computer Software: Prepackaged Software
2339,QEP,"QEP Resources, Inc.",$276.09M,,Energy,Oil & Gas Production
2340,QGEN,Qiagen N.V.,$10.16B,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
2341,QTS,"QTS Realty Trust, Inc.",$3.97B,2013.0,Consumer Services,Real Estate Investment Trusts
2342,QTS^A,"QTS Realty Trust, Inc.",,,,
2343,QTS^B,"QTS Realty Trust, Inc.",,,,
2344,QUAD,"Quad Graphics, Inc",$173.68M,,Miscellaneous,Publishing
2345,KWR,Quaker Chemical Corporation,$3.25B,,Basic Industries,Major Chemicals
2346,NX,Quanex Building Products Corporation,$412.32M,,Capital Goods,Metal Fabrications
2347,PWR,"Quanta Services, Inc.",$4.98B,,Capital Goods,Engineering & Construction
2348,QD,Qudian Inc.,$619.07M,2017.0,Finance,Finance: Consumer Services
2349,DGX,Quest Diagnostics Incorporated,$15.49B,,Health Care,Medical Specialities
2350,QES,Quintana Energy Services Inc.,$28.77M,2018.0,Energy,Oilfield Services/Equipment
2351,QUOT,Quotient Technology Inc.,$665.63M,2014.0,Consumer Services,Advertising
2352,QVCC,"QVC, Inc.",,2019.0,Consumer Services,Catalog/Specialty Distribution
2353,QVCD,"QVC, Inc.",,2018.0,Consumer Services,Catalog/Specialty Distribution
2354,CTAA,Qwest Corporation,,2016.0,Public Utilities,Telecommunications Equipment
2355,CTBB,Qwest Corporation,,2016.0,Public Utilities,Telecommunications Equipment
2356,CTDD,Qwest Corporation,,2017.0,Public Utilities,Telecommunications Equipment
2357,CTV,Qwest Corporation,,2014.0,Public Utilities,Telecommunications Equipment
2358,CTY,Qwest Corporation,,2013.0,Public Utilities,Telecommunications Equipment
2359,CTZ,Qwest Corporation,,,Public Utilities,Telecommunications Equipment
2360,RRD,R.R. Donnelley & Sons Company,$84.13M,,Miscellaneous,Publishing
2361,RMED,"Ra Medical Systems, Inc.",$15.79M,2018.0,Health Care,Medical/Dental Instruments
2362,RDN,Radian Group Inc.,$2.52B,,Finance,Property-Casualty Insurers
2363,RFL,"Rafael Holdings, Inc.",$195.83M,2018.0,Finance,Real Estate
2364,RL,Ralph Lauren Corporation,$4.9B,1997.0,Consumer Non-Durables,Apparel
2365,RRC,Range Resources Corporation,$1.67B,,Energy,Oil & Gas Production
2366,RNGR,"Ranger Energy Services, Inc.",$40.05M,2017.0,Energy,Oilfield Services/Equipment
2367,PACK,Ranpak Holdings Corp,$522.97M,2018.0,Consumer Durables,Containers/Packaging
2368,PACK.WS,Ranpak Holdings Corp,,,,
2369,RJF,"Raymond James Financial, Inc.",$8.99B,,Finance,Investment Bankers/Brokers/Service
2370,RYAM,Rayonier Advanced Materials Inc.,$173.94M,2014.0,Basic Industries,Major Chemicals
2371,RYN,Rayonier Inc.,$3.35B,,Consumer Services,Real Estate Investment Trusts
2372,RTX,Raytheon Technologies Corporation,$88.05B,,Capital Goods,Aerospace
2373,RMAX,"RE/MAX Holdings, Inc.",$933.7M,2013.0,Finance,Real Estate
2374,RC,Ready Capital Corporation,$422.25M,2013.0,Consumer Services,Real Estate Investment Trusts
2375,RCA,Ready Capital Corporation,,2017.0,Consumer Services,Real Estate Investment Trusts
2376,RCB,Ready Capital Corporation,,2019.0,Consumer Services,Real Estate Investment Trusts
2377,RCP,Ready Capital Corporation,,2018.0,Consumer Services,Real Estate Investment Trusts
2378,RLGY,Realogy Holdings Corp.,$831.83M,2012.0,Finance,Real Estate
2379,O,Realty Income Corporation,$19.62B,,Consumer Services,Real Estate Investment Trusts
2380,RLH,Red Lion Hotels Corporation,$53.98M,,Consumer Services,Hotels/Resorts
2381,RWT,"Redwood Trust, Inc.",$703.9M,1995.0,Consumer Services,Real Estate Investment Trusts
2382,RBC,Regal Beloit Corporation,$3.49B,,Consumer Durables,Metal Fabrications
2383,RM,Regional Management Corp.,$174.73M,2012.0,Finance,Finance: Consumer Services
2384,RF,Regions Financial Corporation,$9.43B,,Finance,Major Banks
2385,RF^A,Regions Financial Corporation,,,,
2386,RF^B,Regions Financial Corporation,,,,
2387,RF^C,Regions Financial Corporation,,,,
2388,RGS,Regis Corporation,$258.63M,1991.0,Consumer Services,Other Consumer Services
2389,RGA,"Reinsurance Group of America, Incorporated",$4.64B,,Finance,Life Insurance
2390,RZA,"Reinsurance Group of America, Incorporated",,,Finance,Life Insurance
2391,RZB,"Reinsurance Group of America, Incorporated",,2016.0,Finance,Life Insurance
2392,RS,Reliance Steel & Aluminum Co.,$5.72B,1994.0,Basic Industries,Metal Fabrications
2393,RELX,RELX PLC,$44.44B,2015.0,Consumer Services,Publishing
2394,RNR,RenaissanceRe Holdings Ltd.,$8.48B,,Finance,Property-Casualty Insurers
2395,RNR^E,RenaissanceRe Holdings Ltd.,,,,
2396,RNR^F,RenaissanceRe Holdings Ltd.,,,,
2397,SOL,Renesola Ltd.,$60.82M,2008.0,Technology,Semiconductors
2398,RENN,Renren Inc.,$85.1M,2011.0,Technology,EDP Services
2399,RPLA,Replay Acquisition Corp.,$367.28M,2019.0,Finance,Business Services
2400,RPLA.U,Replay Acquisition Corp.,,2019.0,,
2401,RPLA.WS,Replay Acquisition Corp.,,,,
2402,RSG,"Republic Services, Inc.",$25.62B,1998.0,Public Utilities,Environmental Services
2403,REZI,"Resideo Technologies, Inc.",$1.39B,2018.0,Capital Goods,Wholesale Distributors
2404,RMD,ResMed Inc.,$28.02B,,Health Care,Medical/Dental Instruments
2405,RFP,Resolute Forest Products Inc.,$200.05M,,Basic Industries,Paper
2406,QSR,Restaurant Brands International Inc.,$16.33B,2014.0,Consumer Services,Restaurants
2407,RPAI,"Retail Properties of America, Inc.",$1.36B,2012.0,Consumer Services,Real Estate Investment Trusts
2408,RVI,Retail Value Inc.,$231.05M,2018.0,Finance,Real Estate
2409,REVG,"REV Group, Inc.",$325.27M,2017.0,Capital Goods,Auto Manufacturing
2410,REV,"Revlon, Inc.",$480.82M,1996.0,Consumer Non-Durables,Package Goods/Cosmetics
2411,RVLV,"Revolve Group, Inc.",$1.11B,2019.0,Consumer Services,Catalog/Specialty Distribution
2412,REX,REX American Resources Corporation,$410.17M,,Basic Industries,Major Chemicals
2413,REXR,"Rexford Industrial Realty, Inc.",$5.14B,2013.0,Consumer Services,Real Estate Investment Trusts
2414,REXR^A,"Rexford Industrial Realty, Inc.",,,,
2415,REXR^B,"Rexford Industrial Realty, Inc.",,,,
2416,REXR^C,"Rexford Industrial Realty, Inc.",,,,
2417,RXN,Rexnord Corporation,$3.33B,2012.0,Technology,Industrial Machinery/Components
2418,RH,RH,$5.03B,2012.0,Consumer Services,Other Specialty Stores
2419,RNG,"Ringcentral, Inc.",$25.99B,2013.0,Technology,EDP Services
2420,RIO,Rio Tinto Plc,$72.26B,2002.0,Basic Industries,Precious Metals
2421,RBA,Ritchie Bros. Auctioneers Incorporated,$4.47B,,Miscellaneous,Business Services
2422,RAD,Rite Aid Corporation,$899.43M,,Health Care,Medical/Nursing Services
2423,RFM,"RiverNorth Flexible Municipal Income Fund, Inc.",,2020.0,,
2424,RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",,2019.0,,
2425,RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",$135.11M,2018.0,,
2426,RIV,"RiverNorth Opportunities Fund, Inc.",$141.32M,2015.0,,
2427,RMPL^,RiverNorth Specialty Finance Corporation,,,,
2428,RSF,RiverNorth Specialty Finance Corporation,$90.97M,2019.0,,
2429,OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",$190.6M,2016.0,,
2430,RLI,RLI Corp.,$3.39B,,Finance,Property-Casualty Insurers
2431,RLJ,RLJ Lodging Trust,$1.4B,2011.0,Consumer Services,Real Estate Investment Trusts
2432,RLJ^A,RLJ Lodging Trust,,,,
2433,RMG,RMG Acquisition Corp.,$293.83M,2019.0,Finance,Business Services
2434,RMG.U,RMG Acquisition Corp.,,2019.0,,
2435,RMG.WS,RMG Acquisition Corp.,,,,
2436,RHI,Robert Half International Inc.,$5.65B,,Technology,Professional Services
2437,ROK,"Rockwell Automation, Inc.",$24.48B,,Capital Goods,Industrial Machinery/Components
2438,RCI,"Rogers Communication, Inc.",$19.67B,,Consumer Services,Television Services
2439,ROG,Rogers Corporation,$2.25B,,Basic Industries,Major Chemicals
2440,ROL,"Rollins, Inc.",$15.01B,,Finance,Diversified Commercial Services
2441,ROP,"Roper Technologies, Inc.",$41.23B,1992.0,Capital Goods,Industrial Machinery/Components
2442,RST,Rosetta Stone,$385.11M,2009.0,Technology,Computer Software: Prepackaged Software
2443,RY,Royal Bank Of Canada,$95.58B,,Finance,Commercial Banks
2444,RY^T,Royal Bank Of Canada,,,,
2445,RBS,Royal Bank Scotland plc (The),$18.13B,,Finance,Commercial Banks
2446,RCL,Royal Caribbean Cruises Ltd.,$9.87B,1993.0,Consumer Services,Marine Transportation
2447,RDS.A,Royal Dutch Shell PLC,,,,
2448,RDS.B,Royal Dutch Shell PLC,,,,
2449,RGT,"Royce Global Value Trust, Inc.",$125.62M,2013.0,,
2450,RMT,"Royce Micro-Cap Trust, Inc.",$306.37M,,,
2451,RVT,"Royce Value Trust, Inc.",$1.23B,1986.0,,
2452,RES,"RPC, Inc.",$613.49M,,Energy,Oilfield Services/Equipment
2453,RPM,RPM International Inc.,$9.65B,,Basic Industries,Paints/Coatings
2454,RPT,RPT Realty,$497.22M,,Consumer Services,Real Estate Investment Trusts
2455,RPT^D,RPT Realty,,,,
2456,RYB,"RYB Education, Inc.",$92.97M,2017.0,Consumer Services,Other Consumer Services
2457,R,"Ryder System, Inc.",$2.02B,,Consumer Services,Rental/Leasing Companies
2458,RYI,Ryerson Holding Corporation,$198.59M,2014.0,Basic Industries,Metal Fabrications
2459,RHP,"Ryman Hospitality Properties, Inc.",$1.7B,,Consumer Services,Real Estate Investment Trusts
2460,SPGI,S&P Global Inc.,$84.97B,,Finance,Finance: Consumer Services
2461,SBR,Sabine Royalty Trust,$434.9M,,Energy,Oil & Gas Production
2462,SB,"Safe Bulkers, Inc",$121.53M,2008.0,Transportation,Marine Transportation
2463,SB^C,"Safe Bulkers, Inc",,,,
2464,SB^D,"Safe Bulkers, Inc",,,,
2465,SFE,"Safeguard Scientifics, Inc.",$124.87M,,Finance,Finance/Investors Services
2466,SAFE,Safehold Inc.,$2.68B,2017.0,Consumer Services,Real Estate
