,Unnamed: 0,symbol,name,lastsale,marketcap,ipoyear,sector,industry,current_price,current_price_to_book_date,current_price_to_book,price_to_book_q1,price_to_book_q2,price_to_book_q3,price_to_book_q4
5075,1432,PCF,High Income Securities Fund,7.95,$44.24M,,,,7.99,,,,,,
5076,1433,HGLB,Highland Global Allocation Fund,6.31,$141.99M,2019.0,,,6.33,,,,,,
5077,1434,HFRO,Highland Income Fund,7.86,$564.16M,2017.0,,,7.83,,,,,,
5078,1435,HFRO^A,Highland Income Fund,24.6,,,,,,,,,,,
5079,1436,HPR,HighPoint Resources Corporation,0.3953,$85.01M,2018.0,Energy,Oil & Gas Production,0.41,,,,,,
5080,1437,HIW,"Highwoods Properties, Inc.",37.7,$3.92B,1994.0,Consumer Services,Real Estate Investment Trusts,36.76,,,,,,
5081,1438,HIL,"Hill International, Inc.",1.49,$83.42M,2018.0,Consumer Services,Military/Government/Technical,1.46,,,,,,
5082,1439,HI,Hillenbrand Inc,28.8,$2.15B,,Consumer Durables,Miscellaneous manufacturing industries,28.20,,,,,,
5083,1440,HRC,Hill-Rom Holdings Inc,116.24,$7.74B,,Health Care,Medical/Dental Instruments,116.24,,,,,,
5084,1441,HTH,Hilltop Holdings Inc.,18.74,$1.69B,,Finance,Major Banks,18.49,,,,,,
5085,1442,HGV,Hilton Grand Vacations Inc.,20.39,$1.73B,2016.0,Consumer Services,Hotels/Resorts,20.10,,,,,,
5086,1443,HLT,Hilton Worldwide Holdings Inc.,78.86,$21.86B,2016.0,Consumer Services,Hotels/Resorts,77.43,,,,,,
5087,1444,HNI,HNI Corporation,32.14,$1.37B,,Consumer Durables,Office Equipment/Supplies/Services,30.35,,,,,,
5088,1445,HMLP,Hoegh LNG Partners LP,11.28,$375.47M,2014.0,Consumer Services,Marine Transportation,,,,,,,
5089,1446,HMLP^A,Hoegh LNG Partners LP,23.23,,,,,,,,,,,
5090,1447,HEP,"Holly Energy Partners, L.P.",13.75,$1.45B,2004.0,Energy,Natural Gas Distribution,13.73,,,,,,
5091,1448,HFC,HollyFrontier Corporation,27.32,$4.42B,,Energy,Integrated oil Companies,26.98,,,,,,
5092,1449,HD,"Home Depot, Inc. (The)",263.81,$283.73B,,Consumer Services,RETAIL: Building Materials,,,,,,,
5093,1450,HMC,"Honda Motor Company, Ltd.",25.88,$44.68B,,Capital Goods,Auto Manufacturing,25.73,,,,,,
5094,1451,HON,Honeywell International Inc.,153.73,$107.9B,,Capital Goods,Aerospace,,,,,,,
5095,1452,HMN,Horace Mann Educators Corporation,38.56,$1.59B,1991.0,Finance,Property-Casualty Insurers,37.94,,,,,,
5096,1453,HZN,Horizon Global Corporation,4.04,$102.91M,2015.0,Capital Goods,Auto Parts:O.E.M.,,,,,,,
5097,1454,HTFA,Horizon Technology Finance Corporation,24.7325,,2017.0,,,,,,,,,
5098,1455,HRL,Hormel Foods Corporation,50.55,$27.24B,,Consumer Non-Durables,Meat/Poultry/Fish,50.27,,,,,,
5099,1456,HST,"Host Hotels & Resorts, Inc.",10.73,$7.56B,,Consumer Services,Real Estate Investment Trusts,10.50,,,,,,
5100,1457,HLI,"Houlihan Lokey, Inc.",56.41,$3.86B,2015.0,Finance,Investment Managers,56.23,,,,,,
5101,1458,HOV,Hovnanian Enterprises Inc,22.37,$137.17M,,Capital Goods,Homebuilding,21.65,,,,,,
5102,1459,HHC,Howard Hughes Corporation (The),53.92,$2.96B,,Consumer Services,Real Estate Investment Trusts,53.37,,,,,,
5103,1460,HWM,Howmet Aerospace Inc.,15.75,$6.87B,,Capital Goods,Metal Fabrications,15.55,,,,,,
5104,1461,HPQ,HP Inc.,17.66,$25.25B,,Technology,Computer Manufacturing,17.50,,,,,,
5105,1462,HPX.U,HPX Corp.,,,2020.0,,,,,,,,,
5106,1463,HSBC,HSBC Holdings plc,23.35,$95.11B,,Finance,Savings Institutions,23.24,,,,,,
5107,1464,HSBC^A,HSBC Holdings plc,25.93,,,,,,,,,,,
5108,1465,HMI,Huami Corporation,14.09,$872.87M,2018.0,Technology,Computer Manufacturing,13.42,,,,,,
5109,1466,HNP,"Huaneng Power International, Inc.",16.81,$6.6B,1994.0,Public Utilities,Electric Utilities: Central,17.23,,,,,,
5110,1467,HUBB,Hubbell Inc,133.58,$7.24B,2015.0,Capital Goods,Electrical Products,132.59,,,,,,
5111,1468,HUBS,"HubSpot, Inc.",224.21,$9.78B,2014.0,Technology,Computer Software: Prepackaged Software,222.79,,,,,,
5112,1469,HBM,Hudbay Minerals Inc.,3.44,$898.78M,,Basic Industries,Precious Metals,3.39,,,,,,
5113,1470,HUD,Hudson Ltd.,4.42,$408.58M,2018.0,Consumer Services,Department/Specialty Retail Stores,4.33,,,,,,
5114,1471,HPP,"Hudson Pacific Properties, Inc.",23.93,$3.67B,2010.0,Finance,Real Estate,23.42,,,,,,
5115,1472,HUM,Humana Inc.,397.75,$52.58B,,Health Care,Medical Specialities,392.14,,,,,,
5116,1473,HCFT,"Hunt Companies Finance Trust, Inc.",2.36,$58.86M,2013.0,Consumer Services,Real Estate Investment Trusts,2.33,,,,,,
5117,1474,HII,"Huntington Ingalls Industries, Inc.",180.91,$7.32B,,Capital Goods,Marine Transportation,,,,,,,
5118,1475,HUN,Huntsman Corporation,19.35,$4.27B,2005.0,Basic Industries,Major Chemicals,19.32,,,,,,
5119,1476,HUYA,HUYA Inc.,22.79,$5B,2018.0,Technology,"Computer Software: Programming, Data Processing",22.47,,,,,,
5120,1477,H,Hyatt Hotels Corporation,51.37,$5.19B,2009.0,Consumer Services,Hotels/Resorts,50.34,,,,,,
5121,1478,HY,"Hyster-Yale Materials Handling, Inc.",38.25,$642.15M,,Capital Goods,Construction/Ag Equipment/Trucks,37.88,,,,,,
5122,1479,IAA,"IAA, Inc.",41.18,$5.52B,2019.0,Consumer Durables,Automotive Aftermarket,40.26,,,,,,
5123,1480,IAG,Iamgold Corporation,4.7,$2.21B,,Basic Industries,Precious Metals,4.90,,,,,,
5124,1481,IBN,ICICI Bank Limited,10.35,$33.49B,,Finance,Commercial Banks,10.28,,,,,,
5125,1482,ICL,ICL Group Ltd.,3.26,$4.17B,2014.0,Basic Industries,Agricultural Chemicals,3.24,,,,,,
5126,1483,IDA,"IDACORP, Inc.",93.52,$4.72B,,Public Utilities,Electric Utilities: Central,93.00,,,,,,
5127,1484,IEX,IDEX Corporation,170.91,$12.89B,1989.0,Capital Goods,Fluid Controls,167.67,,,,,,
5128,1485,IDT,IDT Corporation,6.5,$172.57M,,Public Utilities,Telecommunications Equipment,6.47,,,,,,
5129,1487,ITW,Illinois Tool Works Inc.,183.81,$58.07B,,Technology,Industrial Machinery/Components,184.79,,,,,,
5130,1488,IMAX,Imax Corporation,12.84,$754.82M,,Miscellaneous,Industrial Machinery/Components,12.52,,,,,,
5131,1489,ICD,"Independence Contract Drilling, Inc.",4.02,$20.11M,2014.0,Energy,Oil & Gas Production,3.93,,,,,,
5132,1490,IHC,Independence Holding Company,32.89,$486.3M,,Finance,Life Insurance,33.00,,,,,,
5133,1491,IRT,"Independence Realty Trust, Inc.",11.0,$1.04B,2013.0,Consumer Services,Real Estate Investment Trusts,10.84,,,,,,
5134,1492,IFN,"India Fund, Inc. (The)",16.29,$438.28M,,,,16.33,,,,,,
5135,1493,IBA,"Industrias Bachoco, S.A. de C.V.",36.21,$1.81B,1997.0,Consumer Non-Durables,Meat/Poultry/Fish,,,,,,,
5136,1494,INFY,Infosys Limited,12.24,$51.91B,,Technology,EDP Services,12.33,,,,,,
5137,1495,ING,"ING Group, N.V.",7.44,$29.01B,1997.0,Finance,Commercial Banks,7.38,,,,,,
5138,1496,IR,Ingersoll Rand Inc.,31.63,$13.18B,2017.0,Technology,Industrial Machinery/Components,31.60,,,,,,
5139,1497,NGVT,Ingevity Corporation,59.96,$2.47B,2016.0,Basic Industries,Major Chemicals,,,,,,,
5140,1498,INGR,Ingredion Incorporated,87.2,$5.84B,,Consumer Non-Durables,Packaged Foods,87.35,,,,,,
5141,1499,IIPR,"Innovative Industrial Properties, Inc.",97.5,$2.12B,2016.0,Finance,Real Estate,93.06,,,,,,
5142,1500,IIPR^A,"Innovative Industrial Properties, Inc.",30.3,,,,,,,,,,,
5143,1501,IPHI,Inphi Corporation,122.36,$5.9B,2010.0,Technology,Semiconductors,121.74,,,,,,
5144,1502,INSI,Insight Select Income Fund,20.26,$216.99M,,,,20.49,,,,,,
5145,1503,NSP,"Insperity, Inc.",67.24,$2.61B,,Technology,Professional Services,65.20,,,,,,
5146,1504,INSP,"Inspire Medical Systems, Inc.",101.18,$2.7B,1998.0,Health Care,Medical/Dental Instruments,,,,,,,
5147,1505,IBP,"Installed Building Products, Inc.",79.46,$2.37B,2014.0,Basic Industries,Homebuilding,78.63,,,,,,
5148,1506,ITGR,Integer Holdings Corporation,71.6,$2.35B,,Miscellaneous,Industrial Machinery/Components,69.68,,,,,,
5149,1507,ICE,Intercontinental Exchange Inc.,95.85,$52.45B,2005.0,Finance,Investment Bankers/Brokers/Service,96.32,,,,,,
5150,1508,IHG,Intercontinental Hotels Group,48.13,$8.79B,,Consumer Services,Hotels/Resorts,48.22,,,,,,
5151,1509,IFS,Intercorp Financial Services Inc.,26.28,$3.03B,2019.0,Finance,Commercial Banks,25.68,,,,,,
5152,1510,IBM,International Business Machines Corporation,127.33,$113.06B,,Technology,Computer Manufacturing,125.79,,,,,,
5153,1511,IFF,"International Flavors & Fragrances, Inc.",128.49,$13.74B,,Basic Industries,Major Chemicals,126.82,,,,,,
5154,1512,IFFT,"International Flavors & Fragrances, Inc.",46.54,,2018.0,Basic Industries,Major Chemicals,,,,,,,
5155,1513,IGT,International Game Technology,10.19,$2.08B,2015.0,Consumer Services,Services-Misc. Amusement & Recreation,,,,,,,
5156,1514,IP,International Paper Company,36.63,$14.4B,,Basic Industries,Paper,36.32,,,,,,
5157,1515,INSW,"International Seaways, Inc.",17.12,$493.81M,2016.0,Consumer Services,Marine Transportation,17.13,,,,,,
5158,1516,INSW^A,"International Seaways, Inc.",25.4,,,,,,,,,,,
5159,1517,IPV,InterPrivate Acquisition Corp.,10.02,$311.18M,2020.0,Finance,Business Services,10.02,,,,,,
5160,1518,IPV.U,InterPrivate Acquisition Corp.,,,2020.0,,,,,,,,,
5161,1519,IPV.WS,InterPrivate Acquisition Corp.,,,,,,,,,,,,
5162,1520,IPG,"Interpublic Group of Companies, Inc. (The)",18.46,$7.19B,,Technology,Advertising,18.55,,,,,,
5163,1521,IPI,"Intrepid Potash, Inc",0.93,$123.65M,2008.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),,,,,,,
5164,1522,IVC,Invacare Corporation,7.19,$247.48M,,Health Care,Industrial Specialties,6.82,,,,,,
5165,1523,VBF,Invesco Bond Fund,20.43,$232.63M,,,,20.73,,,,,,
5166,1524,VCV,Invesco California Value Municipal Income Trust,12.16,$582.04M,,,,,,,,,,
5167,1525,VTA,Invesco Credit Opportunities Fund,8.93,$562.41M,2007.0,,,8.89,,,,,,
5168,1526,IHIT,Invesco High Income 2023 Target Term Fund,7.64,$183.6M,2016.0,,,,,,,,,
5169,1527,IHTA,Invesco High Income 2024 Target Term Fund,7.18,$63.03M,2017.0,,,7.27,,,,,,
5170,1528,VLT,Invesco High Income Trust II,12.11,$78.65M,1989.0,,,12.17,,,,,,
5171,1529,IVR,INVESCO MORTGAGE CAPITAL INC,3.43,$621.89M,2009.0,Consumer Services,Real Estate Investment Trusts,,,,,,,
5172,1530,IVR^B,INVESCO MORTGAGE CAPITAL INC,21.2,,,,,,,,,,,
5173,1531,IVR^C,INVESCO MORTGAGE CAPITAL INC,20.45,,,,,,,,,,,
5174,1532,IVR^A,Invesco Mortgage Capital Inc.,23.05,,,,,,,,,,,
5175,1533,OIA,Invesco Municipal Income Opportunities Trust,7.26,$345.24M,,,,,,,,,,
5176,1534,VMO,Invesco Municipal Opportunity Trust,12.23,$824.48M,,,,12.21,,,,,,
5177,1535,VKQ,Invesco Municipal Trust,12.29,$679.89M,,,,12.33,,,,,,
5178,1536,VPV,Invesco Pennsylvania Value Municipal Income Trust,12.4,$295.49M,,,,12.46,,,,,,
5179,1537,IVZ,Invesco Plc,10.68,$4.9B,,Finance,Investment Managers,10.44,,,,,,
5180,1538,IQI,Invesco Quality Municipal Income Trust,12.31,$651M,,,,12.31,,,,,,
5181,1539,VVR,Invesco Senior Income Trust,3.44,$526.43M,1998.0,,,3.45,,,,,,
5182,1540,VTN,Invesco Trust  for Investment Grade New York Municipal,12.44,$242.3M,,,,12.48,,,,,,
5183,1541,VGM,Invesco Trust for Investment Grade Municipals,12.57,$681.61M,,,,12.57,,,,,,
5184,1542,IIM,Invesco Value Municipal Income Trust,14.86,$699.26M,,,,14.90,,,,,,
5185,1543,IRET,Investors Real Estate Trust,71.44,$869.13M,,Consumer Services,Real Estate Investment Trusts,,,,,,,
5186,1544,IRET^C,Investors Real Estate Trust,25.7,,,,,,,,,,,
5187,1545,NVTA,Invitae Corporation,31.01,$3.88B,2015.0,Health Care,Medical Specialities,29.73,,,,,,
5188,1546,INVH,Invitation Homes Inc.,27.95,$15.67B,2017.0,Finance,Real Estate,27.53,,,,,,
5189,1547,IO,Ion Geophysical Corporation,2.85,$42.85M,,Energy,Oil & Gas Production,2.87,,,,,,
5190,1548,IQV,"IQVIA Holdings, Inc.",161.48,$30.84B,2013.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,157.88,,,,,,
5191,1549,IRM,Iron Mountain Incorporated,27.51,$7.92B,,Consumer Services,Real Estate Investment Trusts,27.24,,,,,,
5192,1550,IRS,IRSA Inversiones Y Representaciones S.A.,3.99,$230.89M,,Consumer Services,Homebuilding,4.12,,,,,,
5193,1551,STAR          ,iStar Inc.,11.91,$917.77M,,Consumer Services,Real Estate Investment Trusts,,,,,,,
5194,1552,STAR^D,iStar Inc.,24.96,,,,,,,,,,,
5195,1553,STAR^G,iStar Inc.,24.2,,,,,,,,,,,
5196,1554,STAR^I,iStar Inc.,24.2193,,,,,,,,,,,
5197,1555,ITCB,Ita? CorpBanca,4.5,$1.54B,,Finance,Commercial Banks,4.57,,,,,,
5198,1556,ITUB,Itau Unibanco Banco Holding SA,5.08,$49.59B,,Finance,Major Banks,5.09,,,,,,
5199,1557,ITT,ITT Inc.,59.97,$5.18B,2011.0,Capital Goods,Fluid Controls,59.46,,,,,,
5200,1558,IVH,Ivy High Income Opportunities Fund,11.68,$193.54M,2013.0,,,11.85,,,,,,
5201,1559,JPM,J P Morgan Chase & Co,98.98,$301.65B,,Finance,Major Banks,98.28,,,,,,
5202,1560,JPM^C,J P Morgan Chase & Co,28.29,,,,,,,,,,,
5203,1561,JPM^D,J P Morgan Chase & Co,27.8,,,,,,,,,,,
5204,1562,JPM^G,J P Morgan Chase & Co,25.56,,,,,,,,,,,
5205,1563,JPM^H,J P Morgan Chase & Co,25.54,,,Finance,Major Banks,,,,,,,
5206,1564,JPM^J,J P Morgan Chase & Co,26.78,,,Finance,Major Banks,,,,,,,
5207,1565,JAX,"J. Alexander&#39;s Holdings, Inc.",3.94,$59.15M,2015.0,Consumer Services,Restaurants,3.93,,,,,,
5208,1566,JILL,"J. Jill, Inc.",0.6598,$29.54M,2017.0,Consumer Non-Durables,Apparel,0.69,,,,,,
5209,1567,SJM,J.M. Smucker Company (The),108.42,$12.37B,,Consumer Non-Durables,Packaged Foods,108.14,,,,,,
5210,1568,JBL,Jabil Inc.,34.15,$5.14B,1993.0,Technology,Electrical Products,32.90,,,,,,
5211,1569,J,Jacobs Engineering Group Inc.,84.64,$11.01B,,Basic Industries,Military/Government/Technical,83.94,,,,,,
5212,1570,JHX,James Hardie Industries plc.,20.37,$9.03B,,Capital Goods,Building Materials,20.16,,,,,,
5213,1571,JHG,Janus Henderson Group plc,22.25,$4.11B,2017.0,Finance,Investment Managers,22.04,,,,,,
5214,1572,JOF,Japan Smaller Capitalization Fund Inc,7.88,$223.27M,1990.0,,,8.03,,,,,,
5215,1573,JWS,Jaws Acquisition Corp.,11.18,,2020.0,Finance,Business Services,11.35,,,,,,
5216,1574,JWS.U,Jaws Acquisition Corp.,,,2020.0,,,,,,,,,
5217,1575,JWS.WS,Jaws Acquisition Corp.,,,,,,,,,,,,
5218,1576,JBGS,JBG SMITH Properties,29.09,$3.89B,2017.0,Consumer Services,Real Estate Investment Trusts,28.80,,,,,,
5219,1577,JEF,Jefferies Financial Group Inc.,17.21,$4.59B,,Finance,Investment Bankers/Brokers/Service,16.82,,,,,,
5220,1578,JELD,"JELD-WEN Holding, Inc.",18.96,$1.91B,2017.0,Basic Industries,Forest Products,18.58,,,,,,
5221,1579,JCAP,"Jernigan Capital, Inc.",13.99,$325.57M,2015.0,Consumer Services,Real Estate Investment Trusts,13.64,,,,,,
5222,1580,JCAP^B,"Jernigan Capital, Inc.",23.8,,,,,,,,,,,
5223,1581,JT,Jianpu Technology Inc.,0.6195,$104.74M,2017.0,Technology,"Computer Software: Programming, Data Processing",,,,,,,
5224,1582,JKS,JinkoSolar Holding Company Limited,20.36,$904.53M,2010.0,Technology,Semiconductors,,,,,,,
5225,1583,JMP,JMP Group LLC,2.66,$52.08M,2007.0,Finance,Investment Bankers/Brokers/Service,,,,,,,
5226,1584,JBT,John Bean Technologies Corporation,91.81,$2.91B,,Technology,Industrial Machinery/Components,89.95,,,,,,
5227,1585,BTO,John Hancock Financial Opportunities Fund,20.98,$392.15M,1994.0,,,21.25,,,,,,
5228,1586,HEQ,John Hancock Hedged Equity & Income Fund,11.25,$137.52M,2011.0,,,11.20,,,,,,
5229,1587,JHS,John Hancock Income Securities Trust,15.07,$175.51M,,,,15.18,,,,,,
5230,1588,JHI,John Hancock Investors Trust,15.48,$134.78M,,,,15.49,,,,,,
5231,1589,HPF,John Hancock Pfd Income Fund II,18.16,$387.68M,2002.0,,,18.15,,,,,,
5232,1590,HPI,John Hancock Preferred Income Fund,20.2,$527.61M,2002.0,,,20.20,,,,,,
5233,1591,HPS,John Hancock Preferred Income Fund III,16.15,$511.38M,2003.0,,,16.15,,,,,,
5234,1592,PDT,John Hancock Premium Dividend Fund,13.13,$638.7M,,,,13.07,,,,,,
5235,1593,HTD,John Hancock Tax Advantaged Dividend Income Fund,19.22,$680.4M,2004.0,,,,,,,,,
5236,1594,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,5.28,$57.62M,,,,5.24,,,,,,
5237,1595,JW.A,"John Wiley & Sons, Inc.",,,,,,,,,,,,
5238,1596,JW.B,"John Wiley & Sons, Inc.",,,,,,,,,,,,
5239,1597,JNJ,Johnson & Johnson,149.61,$394.42B,,Health Care,Major Pharmaceuticals,148.12,,,,,,
5240,1598,JCI,Johnson Controls International plc,37.35,$27.78B,,Consumer Services,Other Consumer Services,36.80,,,,,,
5241,1599,JLL,Jones Lang LaSalle Incorporated,102.21,$5.28B,,Finance,Real Estate,,,,,,,
5242,1600,JMIA,Jumia Technologies AG,8.95,$701.75M,2019.0,Consumer Services,Catalog/Specialty Distribution,9.49,,,,,,
5243,1601,JIH,"Juniper Industrial Holdings, Inc.",10.4,$448.5M,2019.0,Finance,Business Services,10.40,,,,,,
5244,1602,JIH.U,"Juniper Industrial Holdings, Inc.",,,2019.0,,,,,,,,,
5245,1603,JIH.WS,"Juniper Industrial Holdings, Inc.",,,,,,,,,,,,
5246,1604,JNPR,"Juniper Networks, Inc.",24.5,$8.12B,1999.0,Technology,Computer Communications Equipment,24.48,,,,,,
5247,1605,JP,Jupai Holdings Limited,1.87,$63.05M,2015.0,Consumer Services,Other Consumer Services,1.90,,,,,,
5248,1606,JE,"Just Energy Group, Inc.",0.4447,$67.42M,,Public Utilities,Oil/Gas Transmission,0.41,,,,,,
5249,1607,JE^A,"Just Energy Group, Inc.",2.09,,,,,,,,,,,
5250,1608,LRN,K12 Inc,46.33,$1.9B,,Consumer Services,Other Consumer Services,,,,,,,
5251,1609,KAI,Kadant Inc,119.34,$1.37B,,Technology,Industrial Machinery/Components,118.94,,,,,,
5252,1610,KDMN,"Kadmon Holdings, Inc.",3.85,$616.1M,2016.0,Health Care,Major Pharmaceuticals,3.74,,,,,,
5253,1611,KAMN,Kaman Corporation,41.68,$1.15B,,Consumer Durables,Industrial Specialties,40.73,,,,,,
5254,1612,KSU,Kansas City Southern,155.13,$14.64B,,Transportation,Railroads,154.70,,,,,,
5255,1613,KSU^,Kansas City Southern,29.0,,,Transportation,Railroads,,,,,,,
5256,1614,KAR,"KAR Auction Services, Inc",14.31,$1.85B,2009.0,Consumer Durables,Automotive Aftermarket,14.02,,,,,,
5257,1615,KMF,"Kayne Anderson Midstream Energy Fund, Inc",4.46,$210.5M,2010.0,,,4.43,,,,,,
5258,1616,KYN,Kayne Anderson MLP/Midstream Investment Company,4.96,$626.63M,2004.0,,,4.89,,,,,,
5259,1617,KB,KB Financial Group Inc,29.25,$11.54B,,Finance,Commercial Banks,29.03,,,,,,
5260,1618,KBH,KB Home,33.09,$3.24B,1986.0,Capital Goods,Homebuilding,33.21,,,,,,
5261,1619,KBR,"KBR, Inc.",22.46,$3.2B,2006.0,Basic Industries,Military/Government/Technical,22.14,,,,,,
5262,1620,K,Kellogg Company,68.41,$23.44B,,Consumer Non-Durables,Packaged Foods,68.68,,,,,,
5263,1621,KMPR,Kemper Corporation,79.46,$5.18B,,Finance,Property-Casualty Insurers,78.46,,,,,,
5264,1622,KMT,Kennametal Inc.,27.23,$2.26B,,Capital Goods,Industrial Machinery/Components,26.80,,,,,,
5265,1623,KW,Kennedy-Wilson Holdings Inc.,15.58,$2.24B,,Finance,Real Estate,15.05,,,,,,
5266,1624,KEN,Kenon Holdings Ltd.,20.08,$1.08B,2015.0,Public Utilities,Electric Utilities: Central,,,,,,,
5267,1625,KCAC.U,Kensington Capital Acquisition Corp.,,,2020.0,,,,,,,,,
5268,1626,KDP,Keurig Dr Pepper Inc.,30.27,$42.59B,,Consumer Non-Durables,Beverages (Production/Distribution),,,,,,,
5269,1627,KEY,KeyCorp,12.41,$12.1B,,Finance,Major Banks,12.25,,,,,,
5270,1628,KEY^I,KeyCorp,27.14,,,,,,,,,,,
5271,1629,KEY^J,KeyCorp,26.75,,,,,,,,,,,
5272,1630,KEY^K,KeyCorp,26.74,,,,,,,,,,,
5273,1631,KEYS,Keysight Technologies Inc.,99.18,$18.55B,2014.0,Capital Goods,Industrial Machinery/Components,,,,,,,
5274,1632,KRC,Kilroy Realty Corporation,57.61,$6.63B,1997.0,Consumer Services,Real Estate Investment Trusts,56.49,,,,,,
5275,1633,KRP,Kimbell Royalty Partners,8.79,$525.57M,2017.0,Energy,Oil & Gas Production,8.86,,,,,,
5276,1634,KMB,Kimberly-Clark Corporation,147.33,$50.17B,,Consumer Durables,Containers/Packaging,147.34,,,,,,
5277,1635,KIM,Kimco Realty Corporation,11.09,$4.8B,,Consumer Services,Real Estate Investment Trusts,10.75,,,,,,
5278,1636,KIM^L,Kimco Realty Corporation,24.21,,,,,,,,,,,
5279,1637,KIM^M,Kimco Realty Corporation,24.52,,,,,,,,,,,
5280,1638,KMI,"Kinder Morgan, Inc.",14.49,$32.78B,2011.0,Public Utilities,Natural Gas Distribution,14.25,,,,,,
5281,1639,KFS,"Kingsway Financial Services, Inc.",2.62,$59.5M,,Finance,Property-Casualty Insurers,2.63,,,,,,
5282,1640,KGC,Kinross Gold Corporation,8.26,$10.39B,,Basic Industries,Precious Metals,8.42,,,,,,
5283,1641,KEX,Kirby Corporation,48.31,$2.9B,,Consumer Services,Marine Transportation,47.20,,,,,,
5284,1642,KL,Kirkland Lake Gold Ltd.,47.54,$13.18B,,Basic Industries,Precious Metals,48.27,,,,,,
5285,1643,KRG,Kite Realty Group Trust,9.79,$823.51M,2004.0,Consumer Services,Real Estate Investment Trusts,9.57,,,,,,
5286,1644,KKR,KKR & Co. Inc.,35.05,$29.62B,,Finance,Investment Managers,34.69,,,,,,
5287,1645,KKR^A,KKR & Co. Inc.,26.47,,,,,,,,,,,
5288,1646,KKR^B,KKR & Co. Inc.,27.21,,,,,,,,,,,
5289,1647,KIO,KKR Income Opportunities Fund,12.68,$257.92M,2013.0,,,,,,,,,
5290,1648,KREF,KKR Real Estate Finance Trust Inc.,16.79,$930.99M,2017.0,Consumer Services,Real Estate Investment Trusts,16.47,,,,,,
5291,1649,KNX,"Knight Transportation, Inc.",45.56,$7.74B,2017.0,Transportation,Trucking Freight/Courier Services,45.11,,,,,,
5292,1650,KNL,"Knoll, Inc.",12.74,$646.23M,2004.0,Consumer Durables,Office Equipment/Supplies/Services,11.74,,,,,,
5293,1651,KNOP,KNOT Offshore Partners LP,14.49,$473.74M,2013.0,Consumer Services,Marine Transportation,,,,,,,
5294,1652,KN,Knowles Corporation,15.14,$1.39B,2014.0,Consumer Non-Durables,Consumer Electronics/Appliances,14.45,,,,,,
5295,1653,KSS,Kohl&#39;s Corporation,22.06,$3.48B,1992.0,Consumer Services,Department/Specialty Retail Stores,20.86,,,,,,
5296,1654,PHG,Koninklijke Philips N.V.,52.33,$47.59B,,Energy,Consumer Electronics/Appliances,51.73,,,,,,
5297,1655,KTB,"Kontoor Brands, Inc.",17.65,$1.01B,2019.0,Consumer Non-Durables,Apparel,,,,,,,
5298,1656,KOP,Koppers Holdings Inc.,21.35,$447.96M,2006.0,Basic Industries,Forest Products,20.51,,,,,,
5299,1657,KEP,Korea Electric Power Corporation,7.86,$10.09B,1994.0,Public Utilities,Electric Utilities: Central,7.96,,,,,,
5300,1658,KF,"Korea Fund, Inc. (The)",27.87,$141.33M,,,,,,,,,,
5301,1659,KFY,Korn Ferry ,30.14,$1.65B,1999.0,Technology,Diversified Commercial Services,29.28,,,,,,
5302,1660,KOS,Kosmos Energy Ltd.,1.78,$721.24M,2011.0,Energy,Oil & Gas Production,1.75,,,,,,
5303,1661,KRA,Kraton Corporation,18.26,$581.66M,2009.0,Basic Industries,Major Chemicals,,,,,,,
5304,1662,KR,Kroger Company (The),35.13,$27.33B,,Consumer Services,Food Chains,,,,,,,
5305,1663,KRO,Kronos Worldwide Inc,10.86,$1.25B,,Basic Industries,Major Chemicals,10.79,,,,,,
5306,1664,KT,KT Corporation,9.86,$4.84B,,Public Utilities,Telecommunications Equipment,9.71,,,,,,
5307,1665,LB,"L Brands, Inc.",19.36,$5.38B,,Consumer Services,Clothing/Shoe/Accessory Stores,19.19,,,,,,
5308,1666,SCX,L.S. Starrett Company (The),3.26,$22.72M,,Capital Goods,Industrial Machinery/Components,3.26,,,,,,
5309,1667,LHX,"L3Harris Technologies, Inc.",172.67,$37.27B,,Capital Goods,Industrial Machinery/Components,171.24,,,,,,
5310,1668,LH,Laboratory Corporation of America Holdings,198.76,$19.32B,,Health Care,Medical Specialities,198.74,,,,,,
5311,1669,LADR,Ladder Capital Corp,7.64,$920.59M,2014.0,Consumer Services,Real Estate Investment Trusts,7.34,,,,,,
5312,1670,LAIX,LAIX Inc.,3.01,$148.73M,2018.0,Consumer Services,Other Consumer Services,2.96,,,,,,
5313,1671,LW,"Lamb Weston Holdings, Inc.",68.72,$10.04B,2016.0,Consumer Non-Durables,Packaged Foods,67.79,,,,,,
5314,1672,LCI,Lannett Co Inc,5.77,$232.82M,,Health Care,Major Pharmaceuticals,5.65,,,,,,
5315,1673,LPI,"Laredo Petroleum, Inc.",15.51,$9.28M,2011.0,Energy,Oil & Gas Production,,,,,,,
5316,1674,LVS,Las Vegas Sands Corp.,44.88,$34.28B,2004.0,Consumer Services,Hotels/Resorts,44.36,,,,,,
5317,1675,LGI,Lazard Global Total Return and Income Fund,14.57,$189.56M,2004.0,,,14.70,,,,,,
5318,1676,LAZ,Lazard Ltd.,28.65,$2.99B,2005.0,Finance,Investment Managers,27.95,,,,,,
